,Description,Chromosome.Name,Gene.Start..bp.,Gene.End..bp.,Associated.Gene.Name,Gene.Biotype
ENSG00000175215,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 [Source:HGNC Symbol;Acc:17077]",12,58213710,58240522,CTDSP2,protein_coding
ENSG00000049249,"tumor necrosis factor receptor superfamily, member 9 [Source:HGNC Symbol;Acc:11924]",1,7979907,8000926,TNFRSF9,protein_coding
ENSG00000196968,"fucosyltransferase 11 (alpha (1,3) fucosyltransferase) [Source:HGNC Symbol;Acc:19233]",10,75532049,75540009,FUT11,protein_coding
ENSG00000033867,"solute carrier family 4, sodium bicarbonate cotransporter, member 7 [Source:HGNC Symbol;Acc:11033]",3,27414214,27525911,SLC4A7,protein_coding
ENSG00000006695,cytochrome c oxidase assembly homolog 10 (yeast) [Source:HGNC Symbol;Acc:2260],17,13972813,14111994,COX10,protein_coding
ENSG00000016602,chloride channel accessory 4 [Source:HGNC Symbol;Acc:2018],1,87012761,87046437,CLCA4,protein_coding
ENSG00000109339,mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:6872],4,86936276,87515284,MAPK10,protein_coding
ENSG00000087206,ubiquitin interaction motif containing 1 [Source:HGNC Symbol;Acc:30298],5,176332006,176449634,UIMC1,protein_coding
ENSG00000256427,,12,9399093,9410556,RP11-118B22.4,lincRNA
ENSG00000104388,"RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:9763]",8,61429416,61536186,RAB2A,protein_coding
ENSG00000086598,transmembrane emp24 domain trafficking protein 2 [Source:HGNC Symbol;Acc:16996],12,124069078,124083116,TMED2,protein_coding
ENSG00000076706,melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:6934],11,119179241,119192231,MCAM,protein_coding
ENSG00000121316,phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:26215],12,14656595,14721283,PLBD1,protein_coding
ENSG00000186832,keratin 16 [Source:HGNC Symbol;Acc:6423],17,39766030,39772151,KRT16,protein_coding
ENSG00000105576,transportin 2 [Source:HGNC Symbol;Acc:19998],19,12810008,12834825,TNPO2,protein_coding
ENSG00000116288,parkinson protein 7 [Source:HGNC Symbol;Acc:16369],1,8014351,8045565,PARK7,protein_coding
ENSG00000054277,opsin 3 [Source:HGNC Symbol;Acc:14007],1,241753404,241840678,OPN3,protein_coding
ENSG00000173040,Ellis van Creveld syndrome 2 [Source:HGNC Symbol;Acc:19747],4,5544499,5711275,EVC2,protein_coding
ENSG00000078699,"core-binding factor, runt domain, alpha subunit 2; translocated to, 2 [Source:HGNC Symbol;Acc:1536]",20,32077881,32237842,CBFA2T2,protein_coding
ENSG00000097033,SH3-domain GRB2-like endophilin B1 [Source:HGNC Symbol;Acc:10833],1,87170259,87213867,SH3GLB1,protein_coding
ENSG00000183230,"catenin (cadherin-associated protein), alpha 3 [Source:HGNC Symbol;Acc:2511]",10,67672276,69455927,CTNNA3,protein_coding
ENSG00000153989,nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21042],6,117996665,118031803,NUS1,protein_coding
ENSG00000135605,tec protein tyrosine kinase [Source:HGNC Symbol;Acc:11719],4,48137800,48271881,TEC,protein_coding
ENSG00000203668,choroideremia-like (Rab escort protein 2) [Source:HGNC Symbol;Acc:1941],1,241792155,241799232,CHML,protein_coding
ENSG00000173175,adenylate cyclase 5 [Source:HGNC Symbol;Acc:236],3,123001143,123168605,ADCY5,protein_coding
ENSG00000160691,SHC (Src homology 2 domain containing) transforming protein 1 [Source:HGNC Symbol;Acc:10840],1,154934774,154946871,SHC1,protein_coding
ENSG00000145982,"phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:21062]",6,5261277,5771813,FARS2,protein_coding
ENSG00000105290,amyloid beta (A4) precursor-like protein 1 [Source:HGNC Symbol;Acc:597],19,36358801,36370693,APLP1,protein_coding
ENSG00000196376,"solute carrier family 35, member F1 [Source:HGNC Symbol;Acc:21483]",6,118228689,118638839,SLC35F1,protein_coding
ENSG00000148053,"neurotrophic tyrosine kinase, receptor, type 2 [Source:HGNC Symbol;Acc:8032]",9,87283466,87638505,NTRK2,protein_coding
ENSG00000113161,3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:5006],5,74632154,74657929,HMGCR,protein_coding
ENSG00000157224,claudin 12 [Source:HGNC Symbol;Acc:2034],7,90013035,90142716,CLDN12,protein_coding
ENSG00000167889,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B [Source:HGNC Symbol;Acc:24140]",17,74864538,74946475,MGAT5B,protein_coding
ENSG00000087085,acetylcholinesterase (Yt blood group) [Source:HGNC Symbol;Acc:108],7,100487615,100494594,ACHE,protein_coding
ENSG00000173456,ring finger protein 26 [Source:HGNC Symbol;Acc:14646],11,119205237,119208023,RNF26,protein_coding
ENSG00000172586,coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:23518],10,75541805,75543410,CHCHD1,protein_coding
ENSG00000163214,DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57 [Source:HGNC Symbol;Acc:20086],2,39024871,39103075,DHX57,protein_coding
ENSG00000105993,"DnaJ (Hsp40) homolog, subfamily B, member 6 [Source:HGNC Symbol;Acc:14888]",7,157128075,157210133,DNAJB6,protein_coding
ENSG00000223953,C1q and tumor necrosis factor related protein 5 [Source:HGNC Symbol;Acc:14344],11,119209652,119217383,C1QTNF5,protein_coding
ENSG00000183066,WBP2 N-terminal like [Source:HGNC Symbol;Acc:28389],22,42394729,42454460,WBP2NL,protein_coding
ENSG00000180448,histocompatibility (minor) HA-1 [Source:HGNC Symbol;Acc:17102],19,1065922,1086627,HMHA1,protein_coding
ENSG00000183291,"Homo sapiens 15 kDa selenoprotein (SEP15), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_203341]",1,87328132,87380107,15-Sep,protein_coding
ENSG00000204954,chromosome 12 open reading frame 73 [Source:HGNC Symbol;Acc:34450],12,104343980,104359486,C12orf73,protein_coding
ENSG00000115365,LanC lantibiotic synthetase component C-like 1 (bacterial) [Source:HGNC Symbol;Acc:6508],2,211295973,211342376,LANCL1,protein_coding
ENSG00000267873,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R170],12,52709128,52709790,AC121757.1,protein_coding
ENSG00000196507,transcription elongation factor A (SII)-like 3 [Source:HGNC Symbol;Acc:28247],X,102862379,102884618,TCEAL3,protein_coding
ENSG00000135443,keratin 85 [Source:HGNC Symbol;Acc:6462],12,52753790,52761265,KRT85,protein_coding
ENSG00000162843,WD repeat domain 64 [Source:HGNC Symbol;Acc:26570],1,241815580,241965435,WDR64,protein_coding
ENSG00000267901,HCG2028611; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QX34],14,71683031,71683462,AC004817.1,protein_coding
ENSG00000111860,centrosomal protein 85kDa-like [Source:HGNC Symbol;Acc:21638],6,118781935,119031238,CEP85L,protein_coding
ENSG00000235718,membrane frizzled-related protein [Source:HGNC Symbol;Acc:18121],11,119209652,119217383,MFRP,protein_coding
ENSG00000079482,oligophrenin 1 [Source:HGNC Symbol;Acc:8148],X,67262186,67653755,OPHN1,protein_coding
ENSG00000062716,vacuole membrane protein 1 [Source:HGNC Symbol;Acc:29559],17,57784553,57919616,VMP1,protein_coding
ENSG00000153936,heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:5193],1,87380331,87602334,HS2ST1,protein_coding
ENSG00000198951,"N-acetylgalactosaminidase, alpha- [Source:HGNC Symbol;Acc:7631]",22,42454358,42466846,NAGA,protein_coding
ENSG00000164258,"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7711]",5,52856463,52979168,NDUFS4,protein_coding
ENSG00000091622,PITPNM family member 3 [Source:HGNC Symbol;Acc:21043],17,6354584,6459814,PITPNM3,protein_coding
ENSG00000259159,,11,119209652,119217368,MFRP,protein_coding
ENSG00000140365,COMM domain containing 4 [Source:HGNC Symbol;Acc:26027],15,75628232,75634268,COMMD4,protein_coding
ENSG00000103479,retinoblastoma-like 2 (p130) [Source:HGNC Symbol;Acc:9894],16,53467889,53525561,RBL2,protein_coding
ENSG00000171316,chromodomain helicase DNA binding protein 7 [Source:HGNC Symbol;Acc:20626],8,61591337,61779465,CHD7,protein_coding
ENSG00000267561,Heparan sulfate 2-O-sulfotransferase 1  [Source:UniProtKB/TrEMBL;Acc:K7EP71],1,87458692,87634884,RP5-1052I5.2,protein_coding
ENSG00000222022,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B8ZZ63],2,238330063,238333919,AC112721.1,protein_coding
ENSG00000021300,"pleckstrin homology domain containing, family B (evectins) member 1 [Source:HGNC Symbol;Acc:19079]",11,73357223,73373864,PLEKHB1,protein_coding
ENSG00000143013,LIM domain only 4 [Source:HGNC Symbol;Acc:6644],1,87794151,87814606,LMO4,protein_coding
ENSG00000177096,"family with sequence similarity 109, member B [Source:HGNC Symbol;Acc:27161]",22,42470255,42475445,FAM109B,protein_coding
ENSG00000197943,"phospholipase C, gamma 2 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:9066]",16,81772702,81991899,PLCG2,protein_coding
ENSG00000166896,XRCC6 binding protein 1 [Source:HGNC Symbol;Acc:29452],12,58335324,58351052,XRCC6BP1,protein_coding
ENSG00000213676,activating transcription factor 6 beta [Source:HGNC Symbol;Acc:2349],6,32065953,32096030,ATF6B,protein_coding
ENSG00000153060,tektin 5 [Source:HGNC Symbol;Acc:26554],16,10721358,10788802,TEKT5,protein_coding
ENSG00000185305,ADP-ribosylation factor-like 15 [Source:HGNC Symbol;Acc:25945],5,53179775,53606412,ARL15,protein_coding
ENSG00000268175,LOC646903 protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q96EG4],3,149689066,149690535,AC117395.1,protein_coding
ENSG00000183172,single-pass membrane protein with aspartate-rich tail 1 [Source:HGNC Symbol;Acc:25055],22,42475695,42480288,SMDT1,protein_coding
ENSG00000174371,exonuclease 1 [Source:HGNC Symbol;Acc:3511],1,242011269,242058450,EXO1,protein_coding
ENSG00000036672,ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:12618],11,119225925,119252436,USP2,protein_coding
ENSG00000120903,"cholinergic receptor, nicotinic, alpha 2 (neuronal) [Source:HGNC Symbol;Acc:1956]",8,27317279,27337400,CHRNA2,protein_coding
ENSG00000197555,signal-induced proliferation-associated 1 like 1 [Source:HGNC Symbol;Acc:20284],14,71787166,72207946,SIPA1L1,protein_coding
ENSG00000145901,TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:16903],5,150409506,150473138,TNIP1,protein_coding
ENSG00000196428,"TSC22 domain family, member 2 [Source:HGNC Symbol;Acc:29095]",3,150126122,150184218,TSC22D2,protein_coding
ENSG00000204568,mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:14516],6,30585486,30594172,MRPS18B,protein_coding
ENSG00000111364,DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 [Source:HGNC Symbol;Acc:20085],12,124086624,124105488,DDX55,protein_coding
ENSG00000103274,nucleotide binding protein 1 [Source:HGNC Symbol;Acc:8041],16,10837643,10863208,NUBP1,protein_coding
ENSG00000151067,"calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:HGNC Symbol;Acc:1390]",12,2079952,2802108,CACNA1C,protein_coding
ENSG00000258231,Protein LOC100506869  [Source:UniProtKB/TrEMBL;Acc:F8W021],12,58937907,59206842,RP11-362K2.2,protein_coding
ENSG00000164830,oxidation resistance 1 [Source:HGNC Symbol;Acc:15822],8,107282473,107764922,OXR1,protein_coding
ENSG00000100804,"proteasome (prosome, macropain) subunit, beta type, 5 [Source:HGNC Symbol;Acc:9542]",14,23485752,23504439,PSMB5,protein_coding
ENSG00000109171,"SLAIN motif family, member 2 [Source:HGNC Symbol;Acc:29282]",4,48343339,48428229,SLAIN2,protein_coding
ENSG00000188596,chromosome 12 open reading frame 55 [Source:HGNC Symbol;Acc:26456],12,96883349,97269333,C12orf55,protein_coding
ENSG00000123144,chromosome 19 open reading frame 43 [Source:HGNC Symbol;Acc:28424],19,12841454,12845589,C19orf43,protein_coding
ENSG00000169271,heat shock 27kDa protein 3 [Source:HGNC Symbol;Acc:5248],5,53751445,53752207,HSPB3,protein_coding
ENSG00000269074,,2,11603927,11606274,AC099344.1,protein_coding
ENSG00000197769,microtubule-associated protein 1 light chain 3 gamma [Source:HGNC Symbol;Acc:13353],1,242158792,242162375,MAP1LC3C,protein_coding
ENSG00000139842,cullin 4A [Source:HGNC Symbol;Acc:2554],13,113862552,113919399,CUL4A,protein_coding
ENSG00000181704,"Yip1 domain family, member 6 [Source:HGNC Symbol;Acc:28304]",X,67718165,67757127,YIPF6,protein_coding
ENSG00000178996,sorting nexin 18 [Source:HGNC Symbol;Acc:19245],5,53813589,53842415,SNX18,protein_coding
ENSG00000026508,CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681],11,35160417,35253949,CD44,protein_coding
ENSG00000165914,tetratricopeptide repeat domain 7B [Source:HGNC Symbol;Acc:19858],14,91006932,91282823,TTC7B,protein_coding
ENSG00000214655,"zinc finger, SWIM-type containing 8 [Source:HGNC Symbol;Acc:23528]",10,75545340,75561551,ZSWIM8,protein_coding
ENSG00000198356,"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) [Source:HGNC Symbol;Acc:752]",19,12847953,12859137,ASNA1,protein_coding
ENSG00000116285,ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:18185],1,8064464,8086368,ERRFI1,protein_coding
ENSG00000249016,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D6R9H1],5,54252063,54253674,RP11-45H22.3,protein_coding
ENSG00000172465,transcription elongation factor A (SII)-like 1 [Source:HGNC Symbol;Acc:11616],X,102883632,102885881,TCEAL1,protein_coding
ENSG00000106537,tetraspanin 13 [Source:HGNC Symbol;Acc:21643],7,16793160,16824161,TSPAN13,protein_coding
ENSG00000164283,endothelial cell-specific molecule 1 [Source:HGNC Symbol;Acc:3466],5,54273692,54318499,ESM1,protein_coding
ENSG00000184983,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa [Source:HGNC Symbol;Acc:7690]",22,42481529,42486959,NDUFA6,protein_coding
ENSG00000267906,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R0C5],7,16828866,16829246,AC073333.1,protein_coding
ENSG00000180287,"phospholipase D family, member 5 [Source:HGNC Symbol;Acc:26879]",1,242246288,242687998,PLD5,protein_coding
ENSG00000075413,MAP/microtubule affinity-regulating kinase 3 [Source:HGNC Symbol;Acc:6897],14,103851729,103970168,MARK3,protein_coding
ENSG00000135049,ATP/GTP binding protein 1 [Source:HGNC Symbol;Acc:17258],9,88161455,88356944,AGTPBP1,protein_coding
ENSG00000166676,trans-golgi network vesicle protein 23 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:20398],16,10854776,10912651,TVP23A,protein_coding
ENSG00000115648,melanophilin [Source:HGNC Symbol;Acc:29643],2,238394071,238463961,MLPH,protein_coding
ENSG00000065243,protein kinase N2 [Source:HGNC Symbol;Acc:9406],1,89149905,89301938,PKN2,protein_coding
ENSG00000162426,"solute carrier family 45, member 1 [Source:HGNC Symbol;Acc:17939]",1,8377886,8404227,SLC45A1,protein_coding
ENSG00000141551,"casein kinase 1, delta [Source:HGNC Symbol;Acc:2452]",17,80196899,80231607,CSNK1D,protein_coding
ENSG00000070019,guanylate cyclase 2C (heat stable enterotoxin receptor) [Source:HGNC Symbol;Acc:4688],12,14765576,14849519,GUCY2C,protein_coding
ENSG00000106541,anterior gradient 2 [Source:HGNC Symbol;Acc:328],7,16831435,16873057,AGR2,protein_coding
ENSG00000166971,AKT interacting protein [Source:HGNC Symbol;Acc:16710],16,53524952,53538323,AKTIP,protein_coding
ENSG00000125967,N-terminal EF-hand calcium binding protein 3 [Source:HGNC Symbol;Acc:15851],20,32244893,32262269,NECAB3,protein_coding
ENSG00000196208,growth regulation by estrogen in breast cancer 1 [Source:HGNC Symbol;Acc:24885],2,11674242,11782914,GREB1,protein_coding
ENSG00000072840,Ellis van Creveld syndrome [Source:HGNC Symbol;Acc:3497],4,5712924,5830772,EVC,protein_coding
ENSG00000099817,"polymerase (RNA) II (DNA directed) polypeptide E, 25kDa [Source:HGNC Symbol;Acc:9192]",19,1086594,1095598,POLR2E,protein_coding
ENSG00000167604,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta [Source:HGNC Symbol;Acc:15671]",19,36378555,36393205,NFKBID,protein_coding
ENSG00000128422,keratin 17 [Source:HGNC Symbol;Acc:6427],17,39775689,39781094,KRT17,protein_coding
ENSG00000169894,"mucin 3A, cell surface associated [Source:HGNC Symbol;Acc:7513]",7,100547187,100611118,MUC3A,protein_coding
ENSG00000185896,lysosomal-associated membrane protein 1 [Source:HGNC Symbol;Acc:6499],13,113951556,113977987,LAMP1,protein_coding
ENSG00000100197,"cytochrome P450, family 2, subfamily D, polypeptide 6 [Source:HGNC Symbol;Acc:2625]",22,42522501,42526908,CYP2D6,protein_coding
ENSG00000123562,mortality factor 4 like 2 [Source:HGNC Symbol;Acc:16849],X,102930424,102943086,MORF4L2,protein_coding
ENSG00000114902,signal peptidase complex subunit 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:23401],3,52738971,52742182,SPCS1,protein_coding
ENSG00000222028,"proteasome (prosome, macropain) subunit, beta type, 11 [Source:HGNC Symbol;Acc:31963]",14,23511376,23513269,PSMB11,protein_coding
ENSG00000118434,sperm acrosome associated 1 [Source:HGNC Symbol;Acc:14967],6,88757507,88776550,SPACA1,protein_coding
ENSG00000139835,growth hormone regulated TBC protein 1 [Source:HGNC Symbol;Acc:20310],13,113978505,114018446,GRTP1,protein_coding
ENSG00000115548,lysine (K)-specific demethylase 3A [Source:HGNC Symbol;Acc:20815],2,86667770,86719839,KDM3A,protein_coding
ENSG00000082269,"family with sequence similarity 135, member A [Source:HGNC Symbol;Acc:21084]",6,71122644,71270877,FAM135A,protein_coding
ENSG00000126264,hematopoietic cell signal transducer [Source:HGNC Symbol;Acc:16977],19,36393382,36395279,HCST,protein_coding
ENSG00000039987,bestrophin 2 [Source:HGNC Symbol;Acc:17107],19,12862516,12869272,BEST2,protein_coding
ENSG00000151239,twinfilin actin-binding protein 1 [Source:HGNC Symbol;Acc:9620],12,44187526,44200178,TWF1,protein_coding
ENSG00000153531,ADP-ribosylhydrolase like 1 [Source:HGNC Symbol;Acc:21303],13,114076260,114107839,ADPRHL1,protein_coding
ENSG00000139880,"cadherin 24, type 2 [Source:HGNC Symbol;Acc:14265]",14,23516271,23526747,CDH24,protein_coding
ENSG00000118432,cannabinoid receptor 1 (brain) [Source:HGNC Symbol;Acc:2159],6,88849583,88876078,CNR1,protein_coding
ENSG00000179583,"class II, major histocompatibility complex, transactivator [Source:HGNC Symbol;Acc:7067]",16,10971055,11026079,CIITA,protein_coding
ENSG00000142599,arginine-glutamic acid dipeptide (RE) repeats [Source:HGNC Symbol;Acc:9965],1,8412457,8877702,RERE,protein_coding
ENSG00000078295,adenylate cyclase 2 (brain) [Source:HGNC Symbol;Acc:233],5,7396321,7830194,ADCY2,protein_coding
ENSG00000137947,general transcription factor IIB [Source:HGNC Symbol;Acc:4648],1,89318615,89357627,GTF2B,protein_coding
ENSG00000145248,"solute carrier family 10, member 4 [Source:HGNC Symbol;Acc:22980]",4,48485360,48491213,SLC10A4,protein_coding
ENSG00000114904,NIMA-related kinase 4 [Source:HGNC Symbol;Acc:11399],3,52744800,52804965,NEK4,protein_coding
ENSG00000182223,zygote arrest 1 [Source:HGNC Symbol;Acc:20436],4,48492269,48496406,ZAR1,protein_coding
ENSG00000011600,TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:12449],19,36395303,36399197,TYROBP,protein_coding
ENSG00000161849,keratin 84 [Source:HGNC Symbol;Acc:6461],12,52771596,52779436,KRT84,protein_coding
ENSG00000137343,alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:21186],6,30594619,30614600,ATAT1,protein_coding
ENSG00000175084,desmin [Source:HGNC Symbol;Acc:2770],2,220283099,220291461,DES,protein_coding
ENSG00000150401,"DCN1, defective in cullin neddylation 1, domain containing 2 [Source:HGNC Symbol;Acc:20328]",13,114110134,114145267,DCUN1D2,protein_coding
ENSG00000143702,centrosomal protein 170kDa [Source:HGNC Symbol;Acc:28920],1,243287730,243418650,CEP170,protein_coding
